# TOPAS Version: 3.7
# Parameter File: main
# Results for scorer dose
# Scored in component: Patch
# X in 50 bins of 0.0002 cm
# Y in 50 bins of 0.0002 cm
# Z in 1 bin  of 0.003 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.830986261367798
0, 1, 0, 3.442341089248657
0, 2, 0, 1.303992986679077
0, 3, 0, 2.552376747131348
0, 4, 0, 2.845304489135742
0, 5, 0, 1.966153144836426
0, 6, 0, 4.162136077880859
0, 7, 0, 4.256594181060791
0, 8, 0, 3.40540623664856
0, 9, 0, 3.650581121444702
0, 10, 0, 1.014152526855469
0, 11, 0, 4.892289638519287
0, 12, 0, 0.6513082385063171
0, 13, 0, 3.299503803253174
0, 14, 0, 1.669295191764832
0, 15, 0, 3.610134601593018
0, 16, 0, 3.022571086883545
0, 17, 0, 2.214632034301758
0, 18, 0, 2.669664859771729
0, 19, 0, 2.371662616729736
0, 20, 0, 3.005826473236084
0, 21, 0, 3.848648548126221
0, 22, 0, 3.596680641174316
0, 23, 0, 2.290429592132568
0, 24, 0, 2.78673267364502
0, 25, 0, 3.104197263717651
0, 26, 0, 4.61768913269043
0, 27, 0, 1.842494368553162
0, 28, 0, 0.9622958898544312
0, 29, 0, 3.98805046081543
0, 30, 0, 4.012289524078369
0, 31, 0, 3.232620239257812
0, 32, 0, 2.667963743209839
0, 33, 0, 1.335685133934021
0, 34, 0, 1.611865282058716
0, 35, 0, 1.643850326538086
0, 36, 0, 1.901114106178284
0, 37, 0, 2.659850120544434
0, 38, 0, 2.724069595336914
0, 39, 0, 1.943567156791687
0, 40, 0, 0.6249532103538513
0, 41, 0, 2.660475492477417
0, 42, 0, 3.532167196273804
0, 43, 0, 2.579607009887695
0, 44, 0, 3.210339546203613
0, 45, 0, 2.873339414596558
0, 46, 0, 3.625076770782471
0, 47, 0, 2.269232988357544
0, 48, 0, 1.949932456016541
0, 49, 0, 3.169709205627441
1, 0, 0, 1.850436449050903
1, 1, 0, 3.591541290283203
1, 2, 0, 2.947591543197632
1, 3, 0, 2.280086994171143
1, 4, 0, 3.462116718292236
1, 5, 0, 5.053956031799316
1, 6, 0, 1.557602286338806
1, 7, 0, 2.580382108688354
1, 8, 0, 2.660336256027222
1, 9, 0, 2.485169887542725
1, 10, 0, 1.655511736869812
1, 11, 0, 2.963373422622681
1, 12, 0, 1.292790174484253
1, 13, 0, 2.974652528762817
1, 14, 0, 1.948837876319885
1, 15, 0, 2.013254880905151
1, 16, 0, 2.589432954788208
1, 17, 0, 2.884108066558838
1, 18, 0, 3.624102830886841
