# TOPAS Version: 3.9
# Parameter File: main
# Results for scorer: count
# Filtered by: OnlyIncludeParticlesOfGeneration = "Primary"
# Scored on surface: Patch/ZPlusSurface
# X in 50 bins of 0.0002 cm
# Y in 50 bins of 0.0002 cm
# Z in 1 bin  of 0.003 cm
# SurfaceTrackCount : Sum   
0, 0, 0, 8
0, 1, 0, 10
0, 2, 0, 4
0, 3, 0, 8
0, 4, 0, 7
0, 5, 0, 5
0, 6, 0, 7
0, 7, 0, 7
0, 8, 0, 11
0, 9, 0, 3
0, 10, 0, 2
0, 11, 0, 10
0, 12, 0, 3
0, 13, 0, 5
0, 14, 0, 4
0, 15, 0, 9
0, 16, 0, 3
0, 17, 0, 3
0, 18, 0, 6
0, 19, 0, 7
0, 20, 0, 6
0, 21, 0, 8
0, 22, 0, 4
0, 23, 0, 3
0, 24, 0, 2
0, 25, 0, 2
0, 26, 0, 5
0, 27, 0, 4
0, 28, 0, 1
0, 29, 0, 5
0, 30, 0, 10
0, 31, 0, 10
0, 32, 0, 3
0, 33, 0, 3
0, 34, 0, 0
0, 35, 0, 5
0, 36, 0, 8
0, 37, 0, 7
0, 38, 0, 4
0, 39, 0, 8
0, 40, 0, 4
0, 41, 0, 8
0, 42, 0, 7
0, 43, 0, 2
0, 44, 0, 4
0, 45, 0, 5
0, 46, 0, 10
0, 47, 0, 6
0, 48, 0, 6
0, 49, 0, 9
1, 0, 0, 4
1, 1, 0, 5
1, 2, 0, 4
1, 3, 0, 1
1, 4, 0, 4
1, 5, 0, 10
1, 6, 0, 2
1, 7, 0, 5
1, 8, 0, 5
1, 9, 0, 6
1, 10, 0, 3
1, 11, 0, 7
1, 12, 0, 4
1, 13, 0, 5
1, 14, 0, 5
1, 15, 0, 7
1, 16, 0, 5
1, 17, 0, 4
1, 18, 0, 6
1, 19, 0, 7
1, 20, 0, 7
1, 21, 0, 8
1, 22, 0, 6
1, 23, 0, 5
1, 24, 0, 4
1, 25, 0, 8
1, 26, 0, 4
1, 27, 0, 6
1, 28, 0, 5
1, 29, 0, 6
1, 30, 0, 8
1, 31, 0, 3
1, 32, 0, 5
1, 33, 0, 3
1, 34, 0, 6
1, 35, 0, 9
1, 36, 0, 3
1, 37, 0, 1
1, 38, 0, 7
1, 39, 0, 6
1, 40, 0, 6
1, 41, 0, 8
1, 42, 0, 4
1, 43, 0, 1
1, 44, 0, 9
1, 45, 0, 4
1, 46, 0, 2
1, 47, 0, 4
1, 48, 0, 0
1, 49, 0, 4
2, 0, 0, 3
2, 1, 0, 9
2, 2, 0, 6
2, 3, 0, 5
2, 4, 0, 7
2, 5, 0, 3
2, 6, 0, 3
2, 7, 0, 7
2, 8, 0, 3
2, 9, 0, 2
2, 10, 0, 6
2, 11, 0, 7
2, 12, 0, 4
2, 13, 0, 6
2, 14, 0, 6
2, 15, 0, 8
2, 16, 0, 3
2, 17, 0, 4
2, 18, 0, 6
2, 19, 0, 8
2, 20, 0, 5
2, 21, 0, 5
2, 22, 0, 5
2, 23, 0, 6
2, 24, 0, 3
2, 25, 0, 5
2, 26, 0, 2
2, 27, 0, 1
2, 28, 0, 5
2, 29, 0, 4
2, 30, 0, 4
2, 31, 0, 3
2, 32, 0, 0
2, 33, 0, 5
2, 34, 0, 3
2, 35, 0, 5
2, 36, 0, 4
2, 37, 0, 4
2, 38, 0, 5
2, 39, 0, 9
2, 40, 0, 6
2, 41, 0, 9
2, 42, 0, 2
2, 43, 0, 10
2, 44, 0, 2
2, 45, 0, 9
2, 46, 0, 3
2, 47, 0, 4
2, 48, 0, 5
2, 49, 0, 8
3, 0, 0, 6
3, 1, 0, 6
3, 2, 0, 1
3, 3, 0, 3
3, 4, 0, 1
3, 5, 0, 5
3, 6, 0, 7
3, 7, 0, 9
3, 8, 0, 3
3, 9, 0, 6
3, 10, 0, 6
3, 11, 0, 7
3, 12, 0, 8
3, 13, 0, 5
3, 14, 0, 6
3, 15, 0, 5
3, 16, 0, 6
3, 17, 0, 2
3, 18, 0, 4
3, 19, 0, 5
3, 20, 0, 7
3, 21, 0, 7
3, 22, 0, 2
3, 23, 0, 5
3, 24, 0, 3
3, 25, 0, 5
3, 26, 0, 3
3, 27, 0, 5
3, 28, 0, 7
